title,first_name,last_name,emp_no,from_date,salary,birth_date
Assistant Engineer,Aemilian,Simmen,75347,1993-01-25,40000,1954-09-17
Engineer,Aemilian,Simmen,75347,1993-01-25,40000,1954-09-17
Senior Staff,Kwee,Alameldin,75370,1994-03-09,71492,1953-05-28
Staff,Koldo,Msuda,75378,1991-08-18,40000,1953-06-20
Technique Leader,Geraldo,Desikan,75379,1986-08-21,40000,1953-02-02
Senior Staff,Angus,Cangellaris,75388,1985-02-16,40000,1953-01-24
Staff,Angus,Cangellaris,75388,1985-02-16,40000,1953-01-24
Senior Staff,Ulf,Gewali,75390,1987-07-24,40000,1954-05-20
Staff,Ulf,Gewali,75390,1987-07-24,40000,1954-05-20
Engineer,Thanasis,Marchesini,75395,1994-09-23,71418,1955-01-01
Senior Staff,Paraskevi,Luca,75406,1985-09-17,71315,1952-04-25
Staff,Paraskevi,Luca,75406,1985-09-17,71315,1952-04-25
Engineer,Chanjung,Pell,75416,1986-05-19,40000,1952-10-19
Senior Engineer,Chanjung,Pell,75416,1986-05-19,40000,1952-10-19
Engineer,Arif,Sanella,75417,1987-02-22,44184,1954-05-05
Senior Engineer,Arif,Sanella,75417,1987-02-22,44184,1954-05-05
Engineer,Kristine,Kroll,75418,1987-07-27,40000,1954-03-17
Senior Engineer,Kristine,Kroll,75418,1987-07-27,40000,1954-03-17
Engineer,Mads,Vickson,75430,1996-04-06,40000,1952-08-02
Technique Leader,Maria,Veccia,75435,1995-11-04,44486,1955-12-08
Staff,Inderjeet,Meriste,75437,1986-07-22,56733,1954-01-23
Technique Leader,Lalit,Edelhoff,75456,1997-05-11,40000,1952-07-28
Senior Staff,Karoline,Simmen,75471,1988-06-19,64883,1953-02-28
Staff,Karoline,Simmen,75471,1988-06-19,64883,1953-02-28
Engineer,Dekang,Tsukuda,75477,1986-02-28,40000,1955-04-14
Senior Engineer,Dekang,Tsukuda,75477,1986-02-28,40000,1955-04-14
Senior Staff,Mani,Begiun,75489,1985-12-25,75907,1953-04-02
Senior Staff,Jacopo,Isaac,75505,1985-06-18,57647,1955-05-05
Staff,Jacopo,Isaac,75505,1985-06-18,57647,1955-05-05
Engineer,Lokesh,Nastansky,75506,1986-02-11,71540,1954-07-21
Senior Engineer,Lokesh,Nastansky,75506,1986-02-11,71540,1954-07-21
Engineer,Jianhua,Luby,75511,1996-03-14,40000,1955-07-20
Engineer,Jaihie,Ozeri,75514,1985-08-09,40000,1952-10-28
Senior Engineer,Jaihie,Ozeri,75514,1985-08-09,40000,1952-10-28
Senior Staff,Behnaam,Loncour,75529,1988-10-19,57678,1954-07-31
Staff,Martial,Beutelspacher,75530,1993-08-29,76080,1953-12-12
Senior Staff,Tomoyuki,Coorg,75533,1986-01-05,69617,1954-08-11
Senior Engineer,Alenka,Krohm,75538,1996-04-08,76716,1953-01-18
Senior Engineer,Geoffrey,Samarati,75546,1986-01-03,40000,1954-05-24
Senior Staff,King,Schiettecatte,75549,1985-02-21,72720,1954-12-18
Staff,King,Schiettecatte,75549,1985-02-21,72720,1954-12-18
Technique Leader,Sreekrishna,Schrift,75551,1986-10-24,53699,1954-02-25
Technique Leader,Nahum,Jervis,75561,1987-08-18,52299,1954-10-31
Engineer,Susanta,Meszaros,75568,1995-12-16,40000,1952-12-30
Senior Engineer,Susanta,Meszaros,75568,1995-12-16,40000,1952-12-30
Senior Staff,Utpal,Melton,75574,1986-01-28,79671,1954-09-15
Staff,Utpal,Melton,75574,1986-01-28,79671,1954-09-15
Senior Engineer,Claude,Liedekerke,75584,1986-05-01,40000,1953-07-31
Senior Staff,Sudharsan,Ghazalie,75589,1993-04-27,41806,1955-10-29
Staff,Sudharsan,Ghazalie,75589,1993-04-27,41806,1955-10-29
Senior Staff,Gretta,Borstler,75592,1988-04-28,64570,1954-12-24
Senior Staff,Bokyung,Pocchiola,75640,1986-10-09,87570,1952-02-05
Staff,Bokyung,Pocchiola,75640,1986-10-09,87570,1952-02-05
Assistant Engineer,Chrisa,Oberman,75643,1990-04-16,40000,1952-06-01
Engineer,Chrisa,Oberman,75643,1990-04-16,40000,1952-06-01
Senior Engineer,Chrisa,Oberman,75643,1990-04-16,40000,1952-06-01
Engineer,Hideo,Cools,75646,1987-03-06,40000,1955-03-04
Senior Engineer,Hideo,Cools,75646,1987-03-06,40000,1955-03-04
Technique Leader,Saniya,Riefers,75659,1998-01-10,41129,1953-04-09
Senior Staff,Sarita,Bratsberg,75668,1993-04-07,82285,1955-06-08
Staff,Sarita,Bratsberg,75668,1993-04-07,82285,1955-06-08
Staff,Adamantios,Crooks,75688,1998-08-22,58658,1953-09-05
Engineer,Patricia,Speek,75695,1987-04-20,40000,1955-04-09
Senior Engineer,Patricia,Speek,75695,1987-04-20,40000,1955-04-09
Engineer,Shigehiro,Maquelin,75698,1987-06-06,46959,1952-10-17
Senior Staff,Toshimi,Uhrig,75699,1988-03-06,54831,1955-09-27
Staff,Toshimi,Uhrig,75699,1988-03-06,54831,1955-09-27
Engineer,Sanjoy,Zweizig,75704,1987-09-16,40000,1955-06-16
Senior Engineer,Sanjoy,Zweizig,75704,1987-09-16,40000,1955-06-16
Senior Engineer,Aleksander,Sooriamurthi,75712,1985-12-09,52333,1955-05-20
Engineer,Waiman,Schach,75717,1991-11-06,59233,1952-02-20
Senior Engineer,Waiman,Schach,75717,1991-11-06,59233,1952-02-20
Senior Staff,Poorav,Furudate,75722,1989-03-27,45530,1954-02-23
Staff,Poorav,Furudate,75722,1989-03-27,45530,1954-02-23
Senior Staff,Stella,Rijsenbrij,75725,1990-01-07,55633,1955-04-22
Staff,Stella,Rijsenbrij,75725,1990-01-07,55633,1955-04-22
Senior Staff,Koldo,Jording,75737,1988-12-26,71231,1954-02-11
Staff,Koldo,Jording,75737,1988-12-26,71231,1954-02-11
Senior Staff,Guozhong,Muhlberg,75738,1986-08-16,90423,1954-06-19
Staff,Guozhong,Muhlberg,75738,1986-08-16,90423,1954-06-19
Engineer,Mang,Range,75740,1985-07-05,40000,1953-03-10
Senior Engineer,Mang,Range,75740,1985-07-05,40000,1953-03-10
Senior Staff,Candido,Birsak,75741,1985-07-09,71341,1955-05-22
Staff,Candido,Birsak,75741,1985-07-09,71341,1955-05-22
Senior Staff,Xuejia,Varman,75748,1987-09-08,64885,1954-03-19
Engineer,Harjit,Mullainathan,75755,1987-02-27,40119,1953-09-09
Senior Engineer,Harjit,Mullainathan,75755,1987-02-27,40119,1953-09-09
Engineer,Rosella,Spell,75767,1989-05-13,65626,1954-11-16
Senior Staff,Zissis,Irland,75785,1985-03-24,53290,1952-02-25
Staff,Zissis,Irland,75785,1985-03-24,53290,1952-02-25
Staff,Djelloul,Yetim,75797,1988-10-15,41515,1953-12-19
Senior Staff,Berry,Benveniste,75805,1987-08-18,54047,1955-12-15
Staff,Berry,Benveniste,75805,1987-08-18,54047,1955-12-15
Senior Staff,Tianruo,Tsunoo,75827,1999-11-12,56486,1952-04-30
Engineer,Zita,Szemeredi,75830,1986-05-26,72187,1953-01-27
Engineer,Guiseppe,Sherertz,75832,1997-06-19,52362,1954-06-02
Senior Staff,Unal,Baar,75840,1988-09-15,80223,1953-03-06
Staff,Unal,Baar,75840,1988-09-15,80223,1953-03-06
Engineer,Gor,Leonhardt,75851,1992-11-07,40000,1954-07-27
Senior Engineer,Gor,Leonhardt,75851,1992-11-07,40000,1954-07-27
Engineer,Shahab,Grabner,75854,1991-07-27,52809,1954-06-19
Senior Engineer,Shahab,Grabner,75854,1991-07-27,52809,1954-06-19
Senior Staff,Marko,Sadowski,75868,1985-06-12,56136,1952-06-13
Staff,Marko,Sadowski,75868,1985-06-12,56136,1952-06-13
Staff,Tsz,Cusworth,75874,1999-08-17,40000,1954-03-23
Senior Staff,Tua,Strehl,75885,1987-11-16,49260,1955-12-06
Staff,Tua,Strehl,75885,1987-11-16,49260,1955-12-06
Staff,Przemyslawa,Moffat,75891,1997-07-07,45509,1954-10-28
Senior Staff,Uri,Deverell,75900,1987-03-30,61099,1952-02-20
Staff,Uri,Deverell,75900,1987-03-30,61099,1952-02-20
Assistant Engineer,Jessie,Lipner,75911,1990-12-18,71590,1953-02-22
Engineer,Jessie,Lipner,75911,1990-12-18,71590,1953-02-22
Senior Staff,Ortrun,Mersereau,75914,1989-09-02,67441,1954-09-27
Staff,Ortrun,Mersereau,75914,1989-09-02,67441,1954-09-27
Engineer,Luisa,Maierhofer,75915,1994-01-31,40000,1954-07-08
Senior Engineer,Luisa,Maierhofer,75915,1994-01-31,40000,1954-07-08
Engineer,Dante,Besselaar,75916,1998-04-24,42232,1954-07-09
Engineer,Maik,Rodiger,75918,1993-07-29,40000,1954-07-06
Senior Engineer,Maik,Rodiger,75918,1993-07-29,40000,1954-07-06
Engineer,Paddy,Krichel,75923,1986-11-01,40000,1953-10-14
Senior Engineer,Paddy,Krichel,75923,1986-11-01,40000,1953-10-14
Technique Leader,Mooi,Debuse,75927,1993-08-08,51255,1952-10-01
Technique Leader,Naraig,McFarlan,75938,1985-11-28,40000,1953-01-05
Engineer,Shigeo,Christ,75940,1985-05-29,41978,1952-11-21
Engineer,Deborah,Rohrbach,75944,1985-10-02,40000,1952-07-16
Senior Engineer,Deborah,Rohrbach,75944,1985-10-02,40000,1952-07-16
Engineer,Hinrich,Zedlitz,75945,1994-06-12,45944,1955-01-30
Engineer,Luerbio,Toyoshima,75952,1993-01-18,47326,1953-01-19
Senior Engineer,Luerbio,Toyoshima,75952,1993-01-18,47326,1953-01-19
Engineer,Zine,Gaughan,75956,1995-01-21,40000,1953-06-13
Senior Engineer,Zine,Gaughan,75956,1995-01-21,40000,1953-06-13
Senior Staff,Geraldo,Babu,75965,1989-09-29,40000,1952-06-02
Staff,Geraldo,Babu,75965,1989-09-29,40000,1952-06-02
Engineer,Honesty,Kisuki,75971,1986-01-03,54962,1955-05-20
Senior Engineer,Honesty,Kisuki,75971,1986-01-03,54962,1955-05-20
Staff,Martins,Kermarrec,75983,1997-12-09,40000,1953-11-24
Engineer,Ulises,Ohori,75984,1985-03-28,43955,1954-07-30
Senior Staff,Irene,Montemayor,75990,1992-05-04,45551,1955-09-05
Staff,Irene,Montemayor,75990,1992-05-04,45551,1955-09-05
Senior Staff,Muzhong,Michaeli,75994,1986-04-01,64613,1953-02-14
Staff,Muzhong,Michaeli,75994,1986-04-01,64613,1953-02-14
Engineer,Eberhardt,Langford,75996,1989-03-18,40000,1952-12-08
Senior Engineer,Eberhardt,Langford,75996,1989-03-18,40000,1952-12-08
Engineer,Filipp,Vakili,76006,1985-04-16,40000,1953-11-25
Senior Engineer,Filipp,Vakili,76006,1985-04-16,40000,1953-11-25
Senior Staff,Zhigen,Schauser,76011,1991-10-05,42979,1954-08-01
Staff,Zhigen,Schauser,76011,1991-10-05,42979,1954-08-01
Engineer,Barton,Hofting,76012,1989-06-15,76180,1952-07-10
Senior Engineer,Barton,Hofting,76012,1989-06-15,76180,1952-07-10
Senior Staff,Leon,Honglei,76018,1993-08-20,40000,1954-02-09
Staff,Leon,Honglei,76018,1993-08-20,40000,1954-02-09
Assistant Engineer,Xuejia,Hanabata,76022,1987-06-26,40000,1952-06-15
Engineer,Xuejia,Hanabata,76022,1987-06-26,40000,1952-06-15
Senior Engineer,Xuejia,Hanabata,76022,1987-06-26,40000,1952-06-15
Senior Staff,True,Jakobus,76030,1991-06-30,40000,1953-01-30
Staff,True,Jakobus,76030,1991-06-30,40000,1953-01-30
Engineer,Perry,Pramanik,76050,1988-01-27,46334,1952-10-01
Senior Engineer,Perry,Pramanik,76050,1988-01-27,46334,1952-10-01
Senior Staff,Yunming,McAlpine,76077,1997-02-13,40000,1953-12-17
Senior Staff,Hausi,Poehlman,76078,1988-03-05,87522,1952-03-28
Staff,Hausi,Poehlman,76078,1988-03-05,87522,1952-03-28
Engineer,Uzi,Kusalik,76083,1994-07-03,58509,1952-10-13
Technique Leader,Christfried,Bratsberg,76085,1993-01-29,71936,1955-10-13
Senior Staff,Manohar,Sevcikova,76092,1986-07-21,40000,1955-08-20
Staff,Manohar,Sevcikova,76092,1986-07-21,40000,1955-08-20
Staff,True,Garrabrants,76104,1994-09-12,45296,1955-05-25
Engineer,Ioana,Vakili,76121,1986-11-10,40000,1955-10-31
Senior Engineer,Ioana,Vakili,76121,1986-11-10,40000,1955-10-31
Senior Staff,Ymte,Adachi,76123,1985-11-25,40000,1955-12-18
Staff,Ymte,Adachi,76123,1985-11-25,40000,1955-12-18
Staff,Sakthirel,Rando,76136,1998-05-11,40000,1952-10-05
Senior Staff,Utz,Llado,76137,1987-07-26,40000,1952-05-24
Staff,Utz,Llado,76137,1987-07-26,40000,1952-05-24
Senior Staff,Mark,Speer,76139,1988-07-30,85585,1954-07-23
Staff,Mark,Speer,76139,1988-07-30,85585,1954-07-23
Senior Staff,Nikolaos,Ambroszkiewicz,76142,1995-07-20,88018,1954-04-02
Senior Staff,Perla,Cappelletti,76143,1987-08-08,54568,1955-07-22
Staff,Perla,Cappelletti,76143,1987-08-08,54568,1955-07-22
Technique Leader,Khue,Clemencon,76144,1988-10-31,40000,1953-10-07
Technique Leader,Mitsuyuki,Byoun,76145,1986-10-19,43979,1955-08-30
Engineer,Manton,Marakhovsky,76151,1992-08-30,40000,1954-07-24
Senior Engineer,Manton,Marakhovsky,76151,1992-08-30,40000,1954-07-24
Engineer,Almudena,Molenaar,76159,1997-12-11,70738,1952-02-27
Assistant Engineer,Heeju,Henseler,76173,1985-02-20,40000,1955-12-13
Engineer,Heeju,Henseler,76173,1985-02-20,40000,1955-12-13
Technique Leader,Kerryn,Sommen,76177,1993-08-28,40000,1954-04-17
Senior Staff,Theirry,Honglei,76195,1986-09-01,74373,1955-11-23
Engineer,Toshiki,Waeselynck,76198,1986-06-01,50818,1953-08-11
Senior Engineer,Toshiki,Waeselynck,76198,1986-06-01,50818,1953-08-11
Senior Staff,Kenton,Hashii,76211,1991-09-14,47848,1954-07-29
Staff,Kenton,Hashii,76211,1991-09-14,47848,1954-07-29
Staff,Naftali,Thorensen,76212,1986-11-14,62730,1952-06-08
Senior Staff,Dinkar,Zumaque,76225,1996-04-05,61079,1955-04-15
Staff,Dinkar,Zumaque,76225,1996-04-05,61079,1955-04-15
Staff,Georg,Hedayat,76232,1988-09-23,68763,1952-04-23
Engineer,Takahito,Lovengreen,76234,1987-04-06,40000,1955-11-21
Senior Engineer,Takahito,Lovengreen,76234,1987-04-06,40000,1955-11-21
Assistant Engineer,Nectarios,Baca,76239,1986-07-14,58939,1953-12-02
Engineer,Nectarios,Baca,76239,1986-07-14,58939,1953-12-02
Senior Engineer,Guther,Stamatiou,76246,1988-02-14,40000,1953-08-19
Senior Staff,Mads,Azuma,76247,1988-10-03,82475,1952-09-14
Staff,Mads,Azuma,76247,1988-10-03,82475,1952-09-14
Assistant Engineer,Fumiyo,Linnainmaa,76250,1991-03-07,40000,1955-09-23
Engineer,Fumiyo,Linnainmaa,76250,1991-03-07,40000,1955-09-23
Senior Staff,Marco,Khamsi,76252,1987-05-21,53468,1953-06-30
Staff,Marco,Khamsi,76252,1987-05-21,53468,1953-06-30
Assistant Engineer,Doowon,Stavenow,76265,1987-10-17,48981,1953-12-25
Engineer,Doowon,Stavenow,76265,1987-10-17,48981,1953-12-25
Senior Engineer,Doowon,Stavenow,76265,1987-10-17,48981,1953-12-25
Senior Engineer,Radhakrishnan,Condotta,76267,1997-09-22,40000,1955-05-13
Senior Staff,Yuqun,Schieder,76277,1987-07-01,40000,1955-08-28
Staff,Yuqun,Schieder,76277,1987-07-01,40000,1955-08-28
Engineer,Oldrich,Heiserman,76278,1987-03-17,40000,1954-02-12
Senior Engineer,Oldrich,Heiserman,76278,1987-03-17,40000,1954-02-12
Engineer,Nagui,Reinhart,76293,1985-04-03,56496,1952-11-20
Senior Engineer,Nagui,Reinhart,76293,1985-04-03,56496,1952-11-20
Senior Staff,Ranga,Luan,76300,1995-08-03,82199,1954-04-03
Staff,Ranga,Luan,76300,1995-08-03,82199,1954-04-03
Technique Leader,Mang,Merks,76320,1999-07-27,54972,1952-11-01
Senior Staff,Sanjoy,Pepe,76322,1986-09-06,62824,1952-10-08
Staff,Sanjoy,Pepe,76322,1986-09-06,62824,1952-10-08
Staff,Rosalie,Maierhofer,76325,1999-03-21,75110,1955-02-19
Staff,Jaroslava,Delgrange,76331,1999-08-25,71238,1953-11-26
Assistant Engineer,Aloys,Ohori,76339,1996-01-13,40000,1954-07-11
Engineer,Oscar,Unno,76350,1987-02-07,47719,1954-08-16
Engineer,Jordanka,Chinal,76358,1985-06-03,42161,1955-09-19
Senior Engineer,Jordanka,Chinal,76358,1985-06-03,42161,1955-09-19
Staff,Pramod,Antonakopoulos,76368,1986-06-08,40000,1953-11-28
Senior Staff,Duangkaew,Tsunoo,76373,1989-06-23,40000,1953-02-03
Staff,Duangkaew,Tsunoo,76373,1989-06-23,40000,1953-02-03
Engineer,Giao,Brookman,76374,1997-05-05,49230,1954-06-29
Senior Engineer,Jaewon,Schlumberger,76385,1996-05-09,41941,1952-04-22
Staff,Golgen,Sundgren,76393,1993-06-05,43324,1955-05-04
Senior Staff,Khun,Kakkad,76396,1988-04-14,40000,1954-01-08
Staff,Khun,Kakkad,76396,1988-04-14,40000,1954-01-08
Senior Staff,Younwoo,Heijenga,76398,2000-01-31,40000,1955-02-07
Senior Engineer,Toshimi,Emmart,76402,1991-11-25,48511,1954-05-28
Engineer,JiYoung,Ananiadou,76408,1988-01-11,52122,1953-03-02
Senior Engineer,JiYoung,Ananiadou,76408,1988-01-11,52122,1953-03-02
Engineer,Kshitij,Hockney,76425,1987-11-21,40000,1954-01-12
Senior Engineer,Kshitij,Hockney,76425,1987-11-21,40000,1954-01-12
Senior Staff,Dhritiman,Conte,76427,1988-01-26,62489,1954-07-02
Senior Staff,Ute,Arlazarov,76443,1985-05-04,54959,1954-06-15
Staff,Ute,Arlazarov,76443,1985-05-04,54959,1954-06-15
Senior Engineer,Geoff,Validov,76444,1987-10-12,46190,1955-10-06
Senior Staff,Jolita,Redmiles,76455,1987-01-29,76827,1955-06-19
Staff,Jolita,Redmiles,76455,1987-01-29,76827,1955-06-19
Senior Engineer,Jessie,Smailagic,76465,1991-10-04,58695,1955-08-20
Senior Engineer,Amabile,Schwartzbauer,76467,1988-09-14,53723,1955-11-05
Engineer,Fumitake,Callaway,76477,1990-05-22,65586,1954-12-14
Senior Engineer,Fumitake,Callaway,76477,1990-05-22,65586,1954-12-14
Engineer,Suvo,Ruemmler,76481,1992-11-05,40000,1952-09-08
Senior Staff,Leucio,Raoux,76484,1988-01-15,40000,1953-11-23
Staff,Leucio,Raoux,76484,1988-01-15,40000,1953-11-23
Technique Leader,Baruch,Sridhar,76488,1988-06-19,50923,1954-06-09
Senior Staff,Mansur,Oxman,76493,1992-06-02,55377,1953-07-18
Staff,Mansur,Oxman,76493,1992-06-02,55377,1953-07-18
Senior Staff,Zhonghua,Cangellaris,76495,1987-03-17,88246,1952-09-30
Staff,Zhonghua,Cangellaris,76495,1987-03-17,88246,1952-09-30
Senior Staff,Arnd,Kroll,76516,1989-06-29,48406,1954-04-18
Staff,Arnd,Kroll,76516,1989-06-29,48406,1954-04-18
Engineer,Uinam,Fritzsche,76521,1999-08-24,40000,1954-06-01
Engineer,Honesty,Benner,76530,1988-09-09,40000,1954-12-04
Senior Engineer,Honesty,Benner,76530,1988-09-09,40000,1954-12-04
Senior Engineer,Mikhail,Daescu,76536,1989-10-31,40000,1954-01-14
Engineer,Cordelia,Monarch,76539,1987-02-05,40000,1954-10-07
Senior Engineer,Cordelia,Monarch,76539,1987-02-05,40000,1954-10-07
Senior Staff,Nigel,Bharadwaj,76541,1987-03-04,55935,1953-10-08
Staff,Nigel,Bharadwaj,76541,1987-03-04,55935,1953-10-08
Senior Staff,Reinhold,Miculan,76543,1986-11-14,44805,1955-03-23
Staff,Reinhold,Miculan,76543,1986-11-14,44805,1955-03-23
Senior Staff,Goetz,Narwekar,76549,1986-04-21,57651,1952-10-20
Engineer,Guiseppe,Segond,76559,1986-03-08,40000,1953-06-11
Senior Engineer,Guiseppe,Segond,76559,1986-03-08,40000,1953-06-11
Senior Staff,Renee,Basart,76562,1986-10-30,65292,1952-08-18
Staff,Renee,Basart,76562,1986-10-30,65292,1952-08-18
Engineer,Demin,Couchot,76563,1998-04-05,46089,1953-11-23
Staff,Teunis,Manders,76565,1985-11-01,40000,1955-06-13
Staff,Tsvetan,Pettit,76566,1991-06-02,54090,1953-02-21
Engineer,Berto,Sinicrope,76580,1987-09-14,46287,1952-07-12
Senior Engineer,Berto,Sinicrope,76580,1987-09-14,46287,1952-07-12
Staff,Christoph,Mahnke,76583,1993-10-16,62037,1954-12-23
Engineer,Karlis,Schurmann,76586,1987-07-07,69510,1955-04-24
Senior Engineer,Karlis,Schurmann,76586,1987-07-07,69510,1955-04-24
Senior Staff,Mats,Bazelow,76590,1987-08-30,57753,1953-04-19
Staff,Mats,Bazelow,76590,1987-08-30,57753,1953-04-19
Senior Staff,Randy,Slobodova,76605,1991-11-30,71334,1953-08-16
Engineer,Hein,Goldhammer,76642,1985-12-05,48958,1953-10-06
Senior Engineer,Hein,Goldhammer,76642,1985-12-05,48958,1953-10-06
Engineer,Huei,Junet,76644,1998-12-11,71195,1954-02-10
Senior Staff,Luisa,Puppe,76667,1988-07-05,57004,1952-11-15
Staff,Luisa,Puppe,76667,1988-07-05,57004,1952-11-15
Engineer,Remko,Peris,76672,1988-12-07,40000,1953-10-08
Senior Engineer,Remko,Peris,76672,1988-12-07,40000,1953-10-08
Engineer,Cathie,Rando,76673,1988-02-18,51965,1952-05-25
Senior Engineer,Cathie,Rando,76673,1988-02-18,51965,1952-05-25
Senior Staff,Uriel,Collette,76680,1989-01-07,40000,1953-11-20
Staff,Uriel,Collette,76680,1989-01-07,40000,1953-11-20
Senior Engineer,Heeju,Siochi,76687,1987-01-07,78762,1952-03-19
Engineer,Mansur,Steinauer,76689,1993-06-15,46470,1953-08-24
Senior Engineer,Mansur,Steinauer,76689,1993-06-15,46470,1953-08-24
Engineer,Shaowen,Danley,76690,1987-01-12,62839,1953-11-16
Senior Engineer,Shaowen,Danley,76690,1987-01-12,62839,1953-11-16
Staff,Saniya,Steenbeek,76696,1998-02-27,56373,1954-03-01
Engineer,Hairong,Huttel,76703,1992-01-08,59619,1952-11-08
Senior Engineer,Hairong,Huttel,76703,1992-01-08,59619,1952-11-08
Engineer,Valery,Shackel,76704,1988-09-10,57468,1953-08-02
Senior Engineer,Valery,Shackel,76704,1988-09-10,57468,1953-08-02
Engineer,Berto,Georg,76709,1988-07-11,40000,1955-06-30
Senior Engineer,Berto,Georg,76709,1988-07-11,40000,1955-06-30
Engineer,Filipp,Smeets,76719,1986-02-01,64965,1954-11-22
Senior Staff,Gino,Lueh,76724,1987-05-25,40000,1953-09-24
Staff,Gino,Lueh,76724,1987-05-25,40000,1953-09-24
Engineer,Valeri,Dusink,76727,1988-04-28,56046,1954-08-23
Senior Engineer,Valeri,Dusink,76727,1988-04-28,56046,1954-08-23
Senior Staff,Mechthild,Simmel,76743,1988-10-21,54202,1953-05-21
Staff,Mechthild,Simmel,76743,1988-10-21,54202,1953-05-21
Staff,Mana,Ranai,76745,1991-01-01,40000,1952-07-18
Staff,Luise,Raoux,76749,1994-08-01,52584,1954-11-01
Technique Leader,Tomoyuki,Eastman,76750,1994-07-27,45909,1954-12-25
Engineer,Sanjay,Roison,76754,1987-11-22,40000,1955-07-06
Senior Engineer,Sanjay,Roison,76754,1987-11-22,40000,1955-07-06
Senior Staff,Masamitsu,Chimia,76755,1985-06-05,64498,1954-01-01
Staff,Zvonko,Hammerschmidt,76759,1999-02-16,78279,1954-06-30
Assistant Engineer,Adib,Bale,76760,1993-02-04,48303,1954-11-17
Engineer,Adib,Bale,76760,1993-02-04,48303,1954-11-17
Senior Staff,Raimond,Aloia,76761,1987-02-14,72745,1954-01-24
Staff,Raimond,Aloia,76761,1987-02-14,72745,1954-01-24
Engineer,Shuzo,Gien,76764,1988-10-28,40000,1952-09-07
Senior Engineer,Shuzo,Gien,76764,1988-10-28,40000,1952-09-07
Senior Staff,Sariel,Maierhofer,76766,1987-08-27,40000,1955-08-25
Senior Engineer,Gao,Garigliano,76772,1991-03-07,42932,1955-01-12
Assistant Engineer,Baruch,Wallrath,76773,1996-06-04,40000,1954-12-03
Engineer,Arfst,Pietrzykowski,76775,1988-04-25,42433,1952-06-24
Senior Engineer,Arfst,Pietrzykowski,76775,1988-04-25,42433,1952-06-24
Engineer,Tomofumi,Karlin,76786,1987-07-08,40000,1953-03-05
Senior Engineer,Tomofumi,Karlin,76786,1987-07-08,40000,1953-03-05
Assistant Engineer,Shigeu,Conia,76788,1986-01-29,40000,1955-02-06
Engineer,Serap,Versino,76802,1989-02-02,41370,1952-03-26
Senior Engineer,Serap,Versino,76802,1989-02-02,41370,1952-03-26
Engineer,Sariel,Zhiwei,76809,1989-12-20,40000,1953-11-14
Senior Engineer,Sariel,Zhiwei,76809,1989-12-20,40000,1953-11-14
Staff,Ronnie,Kushner,76811,1997-05-15,58545,1954-11-24
Engineer,Tua,Pietrzykowski,76813,1991-02-26,57616,1955-05-10
Senior Engineer,Tua,Pietrzykowski,76813,1991-02-26,57616,1955-05-10
Engineer,Aamod,Terlouw,76816,1996-03-18,42142,1954-12-24
Engineer,Rafail,Gniady,76822,1986-07-03,40000,1955-06-11
Senior Engineer,Rafail,Gniady,76822,1986-07-03,40000,1955-06-11
Engineer,Constantino,Wissmann,76823,1995-05-23,50837,1955-11-07
Engineer,Sasan,Zaumen,76825,1986-03-25,43803,1955-12-13
Senior Engineer,Sasan,Zaumen,76825,1986-03-25,43803,1955-12-13
Senior Staff,Mariusz,Azulay,76838,1987-12-07,42263,1954-12-25
Engineer,Dmitri,Bhattacharjee,76843,1987-10-11,40000,1953-11-29
Senior Engineer,Dmitri,Bhattacharjee,76843,1987-10-11,40000,1953-11-29
Engineer,Sanjit,Puppo,76853,1986-08-25,56045,1953-06-07
Senior Engineer,Sanjit,Puppo,76853,1986-08-25,56045,1953-06-07
Staff,Abdelwaheb,Turnbull,76878,1995-07-30,64870,1954-09-23
Engineer,Shaw,Makrucki,76886,1989-08-04,53551,1953-03-09
Senior Engineer,Shaw,Makrucki,76886,1989-08-04,53551,1953-03-09
Engineer,Freyja,Ramsey,76891,1987-10-27,40000,1955-09-13
Engineer,Souichi,Meriste,76895,1993-04-01,50137,1954-01-21
Senior Engineer,Souichi,Meriste,76895,1993-04-01,50137,1954-01-21
Engineer,Achilleas,Bamford,76897,1999-07-27,50411,1955-10-17
Engineer,Hongzhu,Comte,76899,1987-06-05,43647,1954-04-03
Senior Engineer,Hongzhu,Comte,76899,1987-06-05,43647,1954-04-03
Staff,Honesty,Rajcani,76905,1994-02-06,40000,1955-11-13
